ward_code,ward_name,district_name,province_name
"19222","Xã Duy Ninh","Huyện Quảng Ninh","Tỉnh Quảng Bình"
"19216","Xã Hải Ninh","Huyện Quảng Ninh","Tỉnh Quảng Bình"
"14077","Thị trấn Ninh Cường","Huyện Trực Ninh","Tỉnh Nam Định"
"14074","Xã Trực Cường","Huyện Trực Ninh","Tỉnh Nam Định"
"14083","Xã Trực Hùng","Huyện Trực Ninh","Tỉnh Nam Định"
"24985","Xã Ninh Gia","Huyện Đức Trọng","Tỉnh Lâm Đồng"
"11203","Thị trấn Ninh Giang","Huyện Ninh Giang","Tỉnh Hải Dương"
"11185","Xã Vĩnh Hòa","Huyện Ninh Giang","Tỉnh Hải Dương"
"11215","Xã Hồng Dụ","Huyện Ninh Giang","Tỉnh Hải Dương"
"11227","Xã Hiệp Lực","Huyện Ninh Giang","Tỉnh Hải Dương"
"14032","Xã Trực Chính","Huyện Trực Ninh","Tỉnh Nam Định"
"14029","Xã Phương Định","Huyện Trực Ninh","Tỉnh Nam Định"
"14038","Xã Liêm Hải","Huyện Trực Ninh","Tỉnh Nam Định"
"22852","Xã Phương Hải","Huyện Ninh Hải","Tỉnh Ninh Thuận"
"22864","Xã Tri Hải","Huyện Ninh Hải","Tỉnh Ninh Thuận"
"22853","Xã Bắc Sơn","Huyện Thuận Bắc","Tỉnh Ninh Thuận"
"22870","Thị trấn Phước Dân","Huyện Ninh Phước","Tỉnh Ninh Thuận"
"22882","Xã Phước Thuận","Huyện Ninh Phước","Tỉnh Ninh Thuận"
"22894","Xã Phước Hải","Huyện Ninh Phước","Tỉnh Ninh Thuận"
"31846","Xã Ninh Quới","Huyện Hồng Dân","Tỉnh Bạc Liêu"
"31849","Xã Ninh Quới A","Huyện Hồng Dân","Tỉnh Bạc Liêu"
"22810","Thị trấn Tân Sơn","Huyện Ninh Sơn","Tỉnh Ninh Thuận"
"22819","Xã Quảng Sơn","Huyện Ninh Sơn","Tỉnh Ninh Thuận"
"31864","Xã Ninh Thạnh Lợi","Huyện Hồng Dân","Tỉnh Bạc Liêu"
"31863","Xã Ninh Thạnh Lợi A","Huyện Hồng Dân","Tỉnh Bạc Liêu"
"25621","Xã Thành Long","Huyện Châu Thành","Tỉnh Tây Ninh"
"25624","Xã Ninh Điền","Huyện Châu Thành","Tỉnh Tây Ninh"
"00817","Xã Niêm Sơn","Huyện Mèo Vạc","Tỉnh Hà Giang"
"00815","Xã Niêm Tòng","Huyện Mèo Vạc","Tỉnh Hà Giang"
"03170","Xã Nà Bủng","Huyện Nậm Pồ","Tỉnh Điện Biên"
"03176","Xã Vàng Đán","Huyện Nậm Pồ","Tỉnh Điện Biên"
"02221","Thị trấn Na Hang","Huyện Na Hang","Tỉnh Tuyên Quang"
"02281","Xã Năng Khả","Huyện Na Hang","Tỉnh Tuyên Quang"
"02284","Xã Thanh Tương","Huyện Na Hang","Tỉnh Tuyên Quang"
"03169","Xã Nà Hỳ","Huyện Nậm Pồ","Tỉnh Điện Biên"
"03168","Xã Nà Khoa","Huyện Nậm Pồ","Tỉnh Điện Biên"
"03171","Xã Nậm Nhừ","Huyện Nậm Pồ","Tỉnh Điện Biên"
"03173","Xã Nậm Chua","Huyện Nậm Pồ","Tỉnh Điện Biên"
"01948","Xã Trung Hoà","Huyện Ngân Sơn","Tỉnh Bắc Kạn"
"01936","Thị trấn Nà Phặc","Huyện Ngân Sơn","Tỉnh Bắc Kạn"
"03286","Xã Mường Đăng","Huyện Mường Ảng","Tỉnh Điện Biên"
"03287","Xã Ngối Cáy","Huyện Mường Ảng","Tỉnh Điện Biên"
"03316","Xã Nà Tấu","Thành phố Điện Biên Phủ","Tỉnh Điện Biên"
"24703","Xã Nâm Nung","Huyện Krông Nô","Tỉnh Đắk Nông"
"16333","Xã Vạn Thắng","Huyện Nông Cống","Tỉnh Thanh Hóa"
"16327","Xã Vạn Hòa","Huyện Nông Cống","Tỉnh Thanh Hóa"
"16339","Xã Vạn Thiện","Huyện Nông Cống","Tỉnh Thanh Hóa"
"16321","Xã Minh Nghĩa","Huyện Nông Cống","Tỉnh Thanh Hóa"
"16324","Xã Minh Khôi","Huyện Nông Cống","Tỉnh Thanh Hóa"
"16279","Thị trấn Nông Cống","Huyện Nông Cống","Tỉnh Thanh Hóa"
"20656","Thị trấn Trung Phước","Huyện Quế Sơn","Tỉnh Quảng Nam"
"20671","Xã Quế Lộc","Huyện Quế Sơn","Tỉnh Quảng Nam"
"03358","Xã Núa Ngam","Huyện Điện Biên","Tỉnh Điện Biên"
"03359","Xã Hẹ Muông","Huyện Điện Biên","Tỉnh Điện Biên"
"03365","Xã Na Tông","Huyện Điện Biên","Tỉnh Điện Biên"
"30541","Xã Tân Lập","Thị xã Tịnh Biên","Tỉnh An Giang"
"30538","Xã An Hảo","Thị xã Tịnh Biên","Tỉnh An Giang"
"20998","Xã Tam Quang","Huyện Núi Thành","Tỉnh Quảng Nam"
"21001","Xã Tam Nghĩa","Huyện Núi Thành","Tỉnh Quảng Nam"
"20989","Xã Tam Hiệp","Huyện Núi Thành","Tỉnh Quảng Nam"
"20995","Xã Tam Giang","Huyện Núi Thành","Tỉnh Quảng Nam"
"20965","Thị trấn Núi Thành","Huyện Núi Thành","Tỉnh Quảng Nam"
"32203","Xã Hàng Vịnh","Huyện Năm Căn","Tỉnh Cà Mau"
"32194","Xã Hàm Rồng","Huyện Năm Căn","Tỉnh Cà Mau"
"32191","Thị trấn Năm Căn","Huyện Năm Căn","Tỉnh Cà Mau"
"01141","Xã Nấm Dẩn","Huyện Xín Mần","Tỉnh Hà Giang"
"01138","Xã Chế Là","Huyện Xín Mần","Tỉnh Hà Giang"
"01132","Xã Tả Nhìu","Huyện Xín Mần","Tỉnh Hà Giang"
"03088","Xã Dần Thàng","Huyện Văn Bàn","Tỉnh Lào Cai"
"03076","Xã Nậm Chầy","Huyện Văn Bàn","Tỉnh Lào Cai"
"03544","Xã Nậm Cuổi","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03547","Xã Nậm Hăn","Huyện Sìn Hồ","Tỉnh Lai Châu"
"04462","Xã Nậm Có","Huyện Mù Căng Chải","Tỉnh Yên Bái"
"16837","Xã Nậm Cắn","Huyện Kỳ Sơn","Tỉnh Nghệ An"
"16843","Xã Phà Đánh","Huyện Kỳ Sơn","Tỉnh Nghệ An"
"01087","Xã Nậm Tỵ","Huyện Hoàng Su Phì","Tỉnh Hà Giang"
"01075","Xã Nậm Dịch","Huyện Hoàng Su Phì","Tỉnh Hà Giang"
"01072","Xã Tả Sử Choóng","Huyện Hoàng Su Phì","Tỉnh Hà Giang"
"03475","Xã Nậm Hàng","Huyện Nậm Nhùn","Tỉnh Lai Châu"
"03474","Xã Nậm Manh","Huyện Nậm Nhùn","Tỉnh Lai Châu"
"03434","Thị trấn Nậm Nhùn","Huyện Nậm Nhùn","Tỉnh Lai Châu"
"03162","Xã Nậm Kè","Huyện Mường Nhé","Tỉnh Điện Biên"
"03159","Xã Pá Mỳ","Huyện Mường Nhé","Tỉnh Điện Biên"
"03766","Xã Chiềng Bôm","Huyện Thuận Châu","Tỉnh Sơn La"
"03784","Xã Púng Tra","Huyện Thuận Châu","Tỉnh Sơn La"
"03790","Xã Nậm Lầu","Huyện Thuận Châu","Tỉnh Sơn La"
"03538","Xã Căn Co","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03535","Xã Nậm Mạ","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03613","Xã Nậm Sỏ","Huyện Tân Uyên","Tỉnh Lai Châu"
"03622","Xã Tà Mít","Huyện Tân Uyên","Tỉnh Lai Châu"
"04186","Xã Nậm Ty","Huyện Sông Mã","Tỉnh Sơn La"
"04177","Xã Chiềng Phung","Huyện Sông Mã","Tỉnh Sơn La"
"03517","Xã Nậm Tăm","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03509","Xã Lùng Thàng","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03526","Xã Nậm Cha","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03085","Xã Nậm Xé","Huyện Văn Bàn","Tỉnh Lào Cai"
"04990","Xã Bình Sơn","Huyện Kim Bôi","Tỉnh Hoà Bình"
"04984","Xã Đú Sáng","Huyện Kim Bôi","Tỉnh Hoà Bình"
"04987","Xã Hùng Sơn","Huyện Kim Bôi","Tỉnh Hoà Bình"
"05017","Xã Xuân Thủy","Huyện Kim Bôi","Tỉnh Hoà Bình"
"00412","Xã Hiền Ninh","Huyện Sóc Sơn","Thành phố Hà Nội"
"00433","Xã Thanh Xuân","Huyện Sóc Sơn","Thành phố Hà Nội"
"00442","Xã Phú Cường","Huyện Sóc Sơn","Thành phố Hà Nội"
"00445","Xã Phú Minh","Huyện Sóc Sơn","Thành phố Hà Nội"
"00409","Xã Quang Tiến","Huyện Sóc Sơn","Thành phố Hà Nội"
"03193","Xã Pa Ham","Huyện Mường Chà","Tỉnh Điện Biên"
"03190","Xã Hừa Ngài","Huyện Mường Chà","Tỉnh Điện Biên"
"03502","Xã Nậm Ban","Huyện Nậm Nhùn","Tỉnh Lai Châu"
"03503","Xã Trung Chải","Huyện Nậm Nhùn","Tỉnh Lai Châu"
"03493","Xã Pa Tần","Huyện Sìn Hồ","Tỉnh Lai Châu"
"03442","Xã Pa ủ","Huyện Mường Tè","Tỉnh Lai Châu"
"03440","Xã Tá Bạ","Huyện Mường Tè","Tỉnh Lai Châu"
"02755","Xã Tả Ngải Chồ","Huyện Mường Khương","Tỉnh Lào Cai"
"02764","Xã Dìn Chin","Huyện Mường Khương","Tỉnh Lào Cai"
"02767","Xã Tả Gia Khâu","Huyện Mường Khương","Tỉnh Lào Cai"
"02752","Xã Pha Long","Huyện Mường Khương","Tỉnh Lào Cai"
"32244","Thị trấn Rạch Gốc","Huyện Ngọc Hiển","Tỉnh Cà Mau"
"32239","Xã Viên An Đông","Huyện Ngọc Hiển","Tỉnh Cà Mau"
"32245","Xã Tân Ân","Huyện Ngọc Hiển","Tỉnh Cà Mau"
"22996","Xã Chí Công","Huyện Tuy Phong","Tỉnh Bình Thuận"
"22993","Xã Hòa Minh","Huyện Tuy Phong","Tỉnh Bình Thuận"
"22972","Thị trấn Phan Rí Cửa","Huyện Tuy Phong","Tỉnh Bình Thuận"
"23008","Xã Phan Sơn","Huyện Bắc Bình","Tỉnh Bình Thuận"
"23011","Xã Phan Lâm","Huyện Bắc Bình","Tỉnh Bình Thuận"
"01768","Xã Phan Thanh","Huyện Nguyên Bình","Tỉnh Cao Bằng"
"01756","Xã Mai Long","Huyện Nguyên Bình","Tỉnh Cao Bằng"
"04141","Xã Chiềng Nơi","Huyện Mai Sơn","Tỉnh Sơn La"
"04144","Xã Phiêng Cằm","Huyện Mai Sơn","Tỉnh Sơn La"
"04099","Xã Phiêng Khoài","Huyện Yên Châu","Tỉnh Sơn La"
"04162","Xã Nà Ơt","Huyện Mai Sơn","Tỉnh Sơn La"
"04159","Xã Phiêng Pằn","Huyện Mai Sơn","Tỉnh Sơn La"
"04156","Xã Chiềng Lương","Huyện Mai Sơn","Tỉnh Sơn La"
"13819","Xã Phú Hưng","Huyện Ý Yên","Tỉnh Nam Định"
"13810","Xã Yên Thọ","Huyện Ý Yên","Tỉnh Nam Định"
"13822","Xã Yên Chính","Huyện Ý Yên","Tỉnh Nam Định"
"04411","Xã Xuân Tầm","Huyện Văn Yên","Tỉnh Yên Bái"
"04402","Xã Phong Dụ Hạ","Huyện Văn Yên","Tỉnh Yên Bái"
"04423","Xã Phong Dụ Thượng","Huyện Văn Yên","Tỉnh Yên Bái"
"31885","Xã Phong Thạnh Tây A","Huyện Phước Long","Tỉnh Bạc Liêu"
"31888","Xã Phong Thạnh Tây B","Huyện Phước Long","Tỉnh Bạc Liêu"
"30235","Xã Tân Hòa","Huyện Lai Vung","Tỉnh Đồng Tháp"
"30238","Xã Định Hòa","Huyện Lai Vung","Tỉnh Đồng Tháp"
"30232","Xã Vĩnh Thới","Huyện Lai Vung","Tỉnh Đồng Tháp"
"30241","Xã Phong Hòa","Huyện Lai Vung","Tỉnh Đồng Tháp"
"02914","Xã Bản Cầm","Huyện Bảo Thắng","Tỉnh Lào Cai"
"02902","Thị trấn N.T Phong Hải","Huyện Bảo Thắng","Tỉnh Lào Cai"
"30088","Xã Phong Mỹ","Huyện Cao Lãnh","Tỉnh Đồng Tháp"
"30079","Xã Gáo Giồng","Huyện Cao Lãnh","Tỉnh Đồng Tháp"
"19129","Xã Lâm Trạch","Huyện Bố Trạch","Tỉnh Quảng Bình"
"19117","Xã Xuân Trạch","Huyện Bố Trạch","Tỉnh Quảng Bình"
"19138","Xã Phúc Trạch","Huyện Bố Trạch","Tỉnh Quảng Bình"
"19165","Thị trấn Phong Nha","Huyện Bố Trạch","Tỉnh Quảng Bình"
"31537","Xã Phong Nẫm","Huyện Kế Sách","Tỉnh Sóc Trăng"
"01849","Xã Dương Quang","Thành phố Bắc Kạn","Tỉnh Bắc Kạn"
"01984","Xã Đôn Phong","Huyện Bạch Thông","Tỉnh Bắc Kạn"
"31969","Xã Tân Thạnh","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"31966","Xã Phong Thạnh Tây","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"31957","Xã Tân Phong","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"29323","Xã Ninh Thới","Huyện Cầu Kè","Tỉnh Trà Vinh"
"29326","Xã Phong Phú","Huyện Cầu Kè","Tỉnh Trà Vinh"
"29329","Xã Phong Thạnh","Huyện Cầu Kè","Tỉnh Trà Vinh"
"03490","Xã Huổi Luông","Huyện Phong Thổ","Tỉnh Lai Châu"
"03574","Xã Ma Ly Pho","Huyện Phong Thổ","Tỉnh Lai Châu"
"03589","Xã Mường So","Huyện Phong Thổ","Tỉnh Lai Châu"
"03549","Thị trấn Phong Thổ","Huyện Phong Thổ","Tỉnh Lai Châu"
"31306","Xã Tân Thới","Huyện Phong Điền","Thành phố Cần Thơ"
"31303","Xã Giai Xuân","Huyện Phong Điền","Thành phố Cần Thơ"
"31299","Thị trấn Phong Điền","Huyện Phong Điền","Thành phố Cần Thơ"
"04360","Xã Trúc Lâu","Huyện Lục Yên","Tỉnh Yên Bái"
"04372","Xã Trung Tâm","Huyện Lục Yên","Tỉnh Yên Bái"
"04363","Xã Phúc Lợi","Huyện Lục Yên","Tỉnh Yên Bái"
"14620","Thị trấn Phát Diệm","Huyện Kim Sơn","Tỉnh Ninh Bình"
"14662","Xã Thượng Kiệm","Huyện Kim Sơn","Tỉnh Ninh Bình"
"14659","Xã Kim Chính","Huyện Kim Sơn","Tỉnh Ninh Bình"
"03382","Xã Phình Giàng","Huyện Điện Biên Đông","Tỉnh Điện Biên"
"03383","Xã Pú Hồng","Huyện Điện Biên Đông","Tỉnh Điện Biên"
"04609","Xã Làng Nhì","Huyện Trạm Tấu","Tỉnh Yên Bái"
"04615","Xã Bản Mù","Huyện Trạm Tấu","Tỉnh Yên Bái"
"04597","Xã Phình Hồ","Huyện Trạm Tấu","Tỉnh Yên Bái"
"21853","Thị trấn Ngô Mây","Huyện Phù Cát","Tỉnh Bình Định"
"21877","Xã Cát Trinh","Huyện Phù Cát","Tỉnh Bình Định"
"21895","Xã Cát Tân","Huyện Phù Cát","Tỉnh Bình Định"
"09292","Xã Châu Phong","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09310","Xã Đức Long","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09277","Xã Phù Lãng","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"02392","Xã Phù Lưu","Huyện Hàm Yên","Tỉnh Tuyên Quang"
"02389","Xã Minh Dân","Huyện Hàm Yên","Tỉnh Tuyên Quang"
"21730","Thị trấn Phù Mỹ","Huyện Phù Mỹ","Tỉnh Bình Định"
"21772","Xã Mỹ Quang","Huyện Phù Mỹ","Tỉnh Bình Định"
"21784","Xã Mỹ Chánh Tây","Huyện Phù Mỹ","Tỉnh Bình Định"
"21736","Xã Mỹ Đức","Huyện Phù Mỹ","Tỉnh Bình Định"
"21739","Xã Mỹ Châu","Huyện Phù Mỹ","Tỉnh Bình Định"
"21745","Xã Mỹ Lộc","Huyện Phù Mỹ","Tỉnh Bình Định"
"21778","Xã Mỹ Tài","Huyện Phù Mỹ","Tỉnh Bình Định"
"21775","Xã Mỹ Hiệp","Huyện Phù Mỹ","Tỉnh Bình Định"
"21757","Xã Mỹ Trinh","Huyện Phù Mỹ","Tỉnh Bình Định"
"21763","Xã Mỹ Hòa","Huyện Phù Mỹ","Tỉnh Bình Định"
"21751","Xã Mỹ An","Huyện Phù Mỹ","Tỉnh Bình Định"
"21760","Xã Mỹ Thọ","Huyện Phù Mỹ","Tỉnh Bình Định"
"21742","Xã Mỹ Thắng","Huyện Phù Mỹ","Tỉnh Bình Định"
"08230","Thị trấn Phong Châu","Huyện Phù Ninh","Tỉnh Phú Thọ"
"08266","Xã Phú Nham","Huyện Phù Ninh","Tỉnh Phú Thọ"
"08278","Xã Phù Ninh","Huyện Phù Ninh","Tỉnh Phú Thọ"
"08257","Xã Phú Lộc","Huyện Phù Ninh","Tỉnh Phú Thọ"
"03910","Thị trấn Quang Huy","Huyện Phù Yên","Tỉnh Sơn La"
"03928","Xã Huy Hạ","Huyện Phù Yên","Tỉnh Sơn La"
"03940","Xã Huy Tường","Huyện Phù Yên","Tỉnh Sơn La"
"03931","Xã Huy Tân","Huyện Phù Yên","Tỉnh Sơn La"
"03916","Xã Huy Thượng","Huyện Phù Yên","Tỉnh Sơn La"
"00529","Xã Yên Thường","Huyện Gia Lâm","Thành phố Hà Nội"
"00532","Xã Yên Viên","Huyện Gia Lâm","Thành phố Hà Nội"
"00541","Xã Thiên Đức","Huyện Gia Lâm","Thành phố Hà Nội"
"00535","Xã Ninh Hiệp","Huyện Gia Lâm","Thành phố Hà Nội"
"00544","Xã Phù Đổng","Huyện Gia Lâm","Thành phố Hà Nội"
"00526","Thị trấn Yên Viên","Huyện Gia Lâm","Thành phố Hà Nội"
"08521","Xã Phùng Nguyên","Huyện Lâm Thao","Tỉnh Phú Thọ"
"08536","Xã Tứ Xã","Huyện Lâm Thao","Tỉnh Phú Thọ"
"08518","Xã Sơn Vi","Huyện Lâm Thao","Tỉnh Phú Thọ"
"30448","Xã Phú Thọ","Huyện Phú Tân","Tỉnh An Giang"
"30439","Xã Phú Xuân","Huyện Phú Tân","Tỉnh An Giang"
"30436","Xã Phú An","Huyện Phú Tân","Tỉnh An Giang"
"05944","Xã Xuân Phương","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05950","Xã Úc Kỳ","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05938","Xã Nhã Lộng","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05929","Xã Bảo Lý","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05908","Thị trấn Hương Sơn","Huyện Phú Bình","Tỉnh Thái Nguyên"
"09940","Xã Phú Mãn","Huyện Quốc Oai","Thành phố Hà Nội"
"09952","Xã Đông Yên","Huyện Quốc Oai","Thành phố Hà Nội"
"09949","Xã Hòa Thạch","Huyện Quốc Oai","Thành phố Hà Nội"
"09922","Xã Phú Cát","Huyện Quốc Oai","Thành phố Hà Nội"
"30025","Xã Phú Cường","Huyện Tam Nông","Tỉnh Đồng Tháp"
"30004","Xã Hoà Bình","Huyện Tam Nông","Tỉnh Đồng Tháp"
"25870","Xã An Bình","Huyện Phú Giáo","Tỉnh Bình Dương"
"25858","Thị trấn Phước Vĩnh","Huyện Phú Giáo","Tỉnh Bình Dương"
"25876","Xã Tam Lập","Huyện Phú Giáo","Tỉnh Bình Dương"
"26218","Xã Phú Lợi","Huyện Định Quán","Tỉnh Đồng Nai"
"26221","Xã Phú Hòa","Huyện Định Quán","Tỉnh Đồng Nai"
"26167","Xã Phú Điền","Huyện Tân Phú","Tỉnh Đồng Nai"
"30700","Xã Phú Thuận","Huyện Thoại Sơn","Tỉnh An Giang"
"30703","Xã Vĩnh Chánh","Huyện Thoại Sơn","Tỉnh An Giang"
"30685","Thị trấn Phú Hoà","Huyện Thoại Sơn","Tỉnh An Giang"
"22309","Xã Hòa Hội","Huyện Phú Hoà","Tỉnh Phú Yên"
"22318","Xã Hòa Định Đông","Huyện Phú Hoà","Tỉnh Phú Yên"
"22319","Thị trấn Phú Hoà","Huyện Phú Hoà","Tỉnh Phú Yên"
"22321","Xã Hòa Định Tây","Huyện Phú Hoà","Tỉnh Phú Yên"
"22324","Xã Hòa Thắng","Huyện Phú Hoà","Tỉnh Phú Yên"
"22303","Xã Hòa Quang Bắc","Huyện Phú Hoà","Tỉnh Phú Yên"
"22306","Xã Hòa Quang Nam","Huyện Phú Hoà","Tỉnh Phú Yên"
"22312","Xã Hòa Trị","Huyện Phú Hoà","Tỉnh Phú Yên"
"27541","Xã Tân Thạnh Tây","Huyện Củ Chi","Thành phố Hồ Chí Minh"
"27547","Xã Tân Thạnh Đông","Huyện Củ Chi","Thành phố Hồ Chí Minh"
"27517","Xã Phú Hòa Đông","Huyện Củ Chi","Thành phố Hồ Chí Minh"
"19918","Xã Phú Xuân","Huyện Phú Vang","Thành phố Huế"
"19939","Xã Phú Lương","Huyện Phú Vang","Thành phố Huế"
"19933","Xã Phú Hồ","Huyện Phú Vang","Thành phố Huế"
"31379","Xã Phú Tân","Huyện Châu Thành","Tỉnh Hậu Giang"
"31384","Xã Đông Phước","Huyện Châu Thành","Tỉnh Hậu Giang"
"31378","Xã Phú Hữu","Huyện Châu Thành","Tỉnh Hậu Giang"
"30352","Xã Phú Hữu","Huyện An Phú","Tỉnh An Giang"
"30361","Xã Vĩnh Lộc","Huyện An Phú","Tỉnh An Giang"
"30244","Thị trấn Cái Tàu Hạ","Huyện Châu Thành","Tỉnh Đồng Tháp"
"30268","Xã Phú Hựu","Huyện Châu Thành","Tỉnh Đồng Tháp"
"30265","Xã An Phú Thuận","Huyện Châu Thành","Tỉnh Đồng Tháp"
"30247","Xã An Hiệp","Huyện Châu Thành","Tỉnh Đồng Tháp"
"30250","Xã An Nhơn","Huyện Châu Thành","Tỉnh Đồng Tháp"
"08398","Xã Phú Khê","Huyện Cẩm Khê","Tỉnh Phú Thọ"
"08401","Xã Hương Lung","Huyện Cẩm Khê","Tỉnh Phú Thọ"
"00703","Xã Kim Thạch","Huyện Vị Xuyên","Tỉnh Hà Giang"
"00706","Xã Phú Linh","Huyện Vị Xuyên","Tỉnh Hà Giang"
"00709","Xã Kim Linh","Huyện Vị Xuyên","Tỉnh Hà Giang"
"14449","Xã Kỳ Phú","Huyện Nho Quan","Tỉnh Ninh Bình"
"14458","Xã Phú Long","Huyện Nho Quan","Tỉnh Ninh Bình"
"26155","Xã Phú Lâm","Huyện Tân Phú","Tỉnh Đồng Nai"
"26143","Xã Thanh Sơn","Huyện Tân Phú","Tỉnh Đồng Nai"
"26158","Xã Phú Bình","Huyện Tân Phú","Tỉnh Đồng Nai"
"26146","Xã Phú Sơn","Huyện Tân Phú","Tỉnh Đồng Nai"
"30415","Xã Long Hoà","Huyện Phú Tân","Tỉnh An Giang"
"30421","Xã Phú Lâm","Huyện Phú Tân","Tỉnh An Giang"
"30418","Xã Phú Long","Huyện Phú Tân","Tỉnh An Giang"
"26173","Xã Phú Lý","Huyện Vĩnh Cửu","Tỉnh Đồng Nai"
"05623","Xã Yên Lạc","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05629","Xã Động Đạt","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05611","Thị trấn Đu","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05644","Thị trấn Giang Tiên","Huyện Phú Lương","Tỉnh Thái Nguyên"
"02617","Xã Đại Phú","Huyện Sơn Dương","Tỉnh Tuyên Quang"
"02611","Xã Phú Lương","Huyện Sơn Dương","Tỉnh Tuyên Quang"
"02626","Xã Tam Đa","Huyện Sơn Dương","Tỉnh Tuyên Quang"
"05785","Xã Phú Lạc","Huyện Đại Từ","Tỉnh Thái Nguyên"
"05794","Xã Phục Linh","Huyện Đại Từ","Tỉnh Thái Nguyên"
"05788","Xã Tân Linh","Huyện Đại Từ","Tỉnh Thái Nguyên"
"14884","Xã Phú Lệ","Huyện Quan Hóa","Tỉnh Thanh Hóa"
"14887","Xã Phú Sơn","Huyện Quan Hóa","Tỉnh Thanh Hóa"
"14878","Xã Phú Thanh","Huyện Quan Hóa","Tỉnh Thanh Hóa"
"31756","Thị trấn Phú Lộc","Huyện Thạnh Trị","Tỉnh Sóc Trăng"
"31774","Xã Thạnh Trị","Huyện Thạnh Trị","Tỉnh Sóc Trăng"
"31757","Thị trấn Hưng Lợi","Huyện Thạnh Trị","Tỉnh Sóc Trăng"
"20149","Xã Lộc Trì","Huyện Phú Lộc","Thành phố Huế"
"20134","Xã Lộc Bình","Huyện Phú Lộc","Thành phố Huế"
"20107","Thị trấn Phú Lộc","Huyện Phú Lộc","Thành phố Huế"
"22087","Xã Phú Mỡ","Huyện Đồng Xuân","Tỉnh Phú Yên"
"22096","Xã Xuân Quang 1","Huyện Đồng Xuân","Tỉnh Phú Yên"
"08233","Xã Phú Mỹ","Huyện Phù Ninh","Tỉnh Phú Thọ"
"08236","Xã Liên Hoa","Huyện Phù Ninh","Tỉnh Phú Thọ"
"08234","Xã Lệ Mỹ","Huyện Phù Ninh","Tỉnh Phú Thọ"
"32214","Xã Phú Thuận","Huyện Phú Tân","Tỉnh Cà Mau"
"32215","Xã Phú Mỹ","Huyện Phú Tân","Tỉnh Cà Mau"
"25267","Xã Phú Nghĩa","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"25229","Xã Phú Văn","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"25228","Xã Đức Hạnh","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"10027","Xã Đông Sơn","Huyện Chương Mỹ","Thành phố Hà Nội"
"10030","Xã Đông Phương Yên","Huyện Chương Mỹ","Thành phố Hà Nội"
"10033","Xã Phú Nghĩa","Huyện Chương Mỹ","Thành phố Hà Nội"
"10048","Xã Thanh Bình","Huyện Chương Mỹ","Thành phố Hà Nội"
"10051","Xã Trung Hòa","Huyện Chương Mỹ","Thành phố Hà Nội"
"10039","Xã Trường Yên","Huyện Chương Mỹ","Thành phố Hà Nội"
"20392","Xã Tam Dân","Huyện Phú Ninh","Tỉnh Quảng Nam"
"20387","Xã Tam Đại","Huyện Phú Ninh","Tỉnh Quảng Nam"
"20395","Xã Tam Lãnh","Huyện Phú Ninh","Tỉnh Quảng Nam"
"28873","Xã Phú Phụng","Huyện Chợ Lách","Tỉnh Bến Tre"
"28879","Xã Vĩnh Bình","Huyện Chợ Lách","Tỉnh Bến Tre"
"28876","Xã Sơn Định","Huyện Chợ Lách","Tỉnh Bến Tre"
"29605","Xã Lộc Hòa","Huyện Long Hồ","Tỉnh Vĩnh Long"
"29617","Xã Hòa Phú","Huyện Long Hồ","Tỉnh Vĩnh Long"
"29611","Xã Phú Quới","Huyện Long Hồ","Tỉnh Vĩnh Long"
"29614","Xã Thạnh Quới","Huyện Long Hồ","Tỉnh Vĩnh Long"
"25252","Xã Bù Nho","Huyện Phú Riềng","Tỉnh Bình Phước"
"25264","Xã Phú Riềng","Huyện Phú Riềng","Tỉnh Bình Phước"
"14395","Xã Thạch Bình","Huyện Nho Quan","Tỉnh Ninh Bình"
"14407","Xã Phú Sơn","Huyện Nho Quan","Tỉnh Ninh Bình"
"14413","Xã Lạc Vân","Huyện Nho Quan","Tỉnh Ninh Bình"
"24880","Xã Phú Sơn","Huyện Lâm Hà","Tỉnh Lâm Đồng"
"24895","Xã Đạ Đờn","Huyện Lâm Hà","Tỉnh Lâm Đồng"
"24043","Thị trấn Phú Thiện","Huyện Phú Thiện","Tỉnh Gia Lai"
